Timestamp,Test_User_ID,User_Role,Prototype_Link,Task_Assigned,Task_Completed_Yes_No,Ease_of_Use_1_5,Usefulness_1_5,Confusing_Screen_or_Step,Most_Useful_Feature,Suggested_Improvement,Requirement_Affected
2026-07-26,U164,First-year Student,HallPass Prototype,Browse cafeteria reviews,Yes,5,5,Search label,Review detail page,"The search worked, although the filter wording should be more noticeable.","FR-05, FR-06, FR-07"
2026-07-26,U165,International Student,HallPass Prototype,Create an account or sign in,Yes,5,4,,Signup form,I could create an account and access HallPass without assistance.,FR-03
2026-07-26,U166,Exchange Student,HallPass Prototype,Submit a dormitory or cafeteria review,Yes,4,4,Rating selection,Submission confirmation,The rating and category fields need clearer instructions.,"FR-08, FR-10, FR-14"
2026-07-26,U167,Senior Student,HallPass Prototype,Read the campus survival guide,Yes,4,5,Guide navigation,Campus survival guide,"The information was useful, but the topics could be grouped more clearly.",FR-09
2026-07-26,U168,Student Administrator,HallPass Prototype,View the administrative dashboard,Yes,4,4,,Moderation information,The administrative summary was easy to understand.,FR-11
2026-07-26,U169,International Student,HallPass Prototype,Understand HallPass homepage,Yes,3,5,,Homepage overview,Navigation to the main HallPass pages was clear.,"FR-01, FR-02"
2026-07-26,U170,Exchange Student,HallPass Prototype,Browse dormitory reviews,Yes,3,5,,Review detail page,The rating and review details helped me understand the accommodation options.,"FR-04, FR-06, FR-07"
2026-07-26,U171,International Student,HallPass Prototype,Browse cafeteria reviews,Yes,5,5,Rating display,Review detail page,The rating display could be separated more clearly from the review text.,"FR-05, FR-06, FR-07"
2026-07-26,U172,First-year Student,HallPass Prototype,Create an account or sign in,Yes,4,5,,Authentication navigation,The login page matched the design of the other HallPass pages.,FR-03
2026-07-26,U173,Exchange Student,HallPass Prototype,Submit a dormitory or cafeteria review,Yes,4,5,,Write Review form,The review form was clear and I submitted the review successfully.,"FR-08, FR-10, FR-14"
2026-07-26,U174,International Student,HallPass Prototype,Read the campus survival guide,Yes,5,4,,Guide topic cards,The campus survival guide provided useful information for new students.,FR-09
2026-07-26,U175,Staff Administrator,HallPass Prototype,View the administrative dashboard,Yes,4,4,,Dashboard summary,The dashboard layout made the main statistics easy to identify.,FR-11
2026-07-27,U176,Senior Student,HallPass Prototype,Understand HallPass homepage,Yes,5,4,,Homepage overview,The main features were easy to identify from the homepage.,"FR-01, FR-02"
2026-07-27,U177,International Student,HallPass Prototype,Browse dormitory reviews,Yes,4,4,,Review detail page,The rating and review details helped me understand the accommodation options.,"FR-04, FR-06, FR-07"
2026-07-27,U178,International Student,HallPass Prototype,Browse cafeteria reviews,Yes,4,3,,Review detail page,I could quickly find a cafeteria review and read the full details.,"FR-05, FR-06, FR-07"
2026-07-27,U179,International Student,HallPass Prototype,Create an account or sign in,Yes,5,4,,Authentication navigation,The simulated login and signup flow was simple to complete.,FR-03
2026-07-27,U180,International Student,HallPass Prototype,Submit a dormitory or cafeteria review,No,4,3,Rating selection,Submission confirmation,The rating and category fields need clearer instructions.,"FR-08, FR-10, FR-14"
2026-07-27,U181,First-year Student,HallPass Prototype,Read the campus survival guide,Yes,5,5,Topic headings,Guide topic cards,The guide headings could be more descriptive.,FR-09
2026-07-27,U182,Student Administrator,HallPass Prototype,View the administrative dashboard,Yes,4,3,,Dashboard summary,The dashboard layout made the main statistics easy to identify.,FR-11
2026-07-27,U183,International Student,HallPass Prototype,Understand HallPass homepage,Yes,5,5,,Feature cards,The main features were easy to identify from the homepage.,"FR-01, FR-02"
2026-07-27,U184,Exchange Student,HallPass Prototype,Browse dormitory reviews,Yes,4,5,,Search and filter,Dormitory reviews were easy to browse and compare.,"FR-04, FR-06, FR-07"
2026-07-27,U185,First-year Student,HallPass Prototype,Browse cafeteria reviews,Yes,3,3,,Search and filter,I could quickly find a cafeteria review and read the full details.,"FR-05, FR-06, FR-07"
2026-07-27,U186,Senior Student,HallPass Prototype,Create an account or sign in,Yes,4,4,Login and signup navigation,Authentication navigation,The password guidance should be displayed more clearly.,FR-03
2026-07-27,U187,First-year Student,HallPass Prototype,Submit a dormitory or cafeteria review,Yes,5,4,Submission confirmation,Form validation,The required fields need stronger visual indicators.,"FR-08, FR-10, FR-14"
2026-07-27,U188,International Student,HallPass Prototype,Read the campus survival guide,Yes,4,4,,Practical campus tips,The guide topics were clear and easy to browse.,FR-09
2026-07-27,U189,Student Administrator,HallPass Prototype,View the administrative dashboard,Yes,4,5,,Review statistics,The dashboard clearly displayed review statistics and moderation information.,FR-11
2026-07-27,U190,First-year Student,HallPass Prototype,Understand HallPass homepage,No,1,3,Navigation labels,Main navigation,"The homepage was understandable, but one navigation label could be clearer.","FR-01, FR-02"
2026-07-27,U191,Senior Student,HallPass Prototype,Browse dormitory reviews,Yes,4,5,,Search and filter,I could find and open a dormitory review without assistance.,"FR-04, FR-06, FR-07"
2026-07-27,U192,First-year Student,HallPass Prototype,Browse cafeteria reviews,Yes,5,5,,Review detail page,The ratings and descriptions were useful for choosing where to eat.,"FR-05, FR-06, FR-07"
2026-07-27,U193,International Student,HallPass Prototype,Create an account or sign in,Yes,5,5,,Login form,The simulated login and signup flow was simple to complete.,FR-03
2026-07-27,U194,First-year Student,HallPass Prototype,Submit a dormitory or cafeteria review,Yes,5,5,,Submission confirmation,"The category, rating, and review fields were easy to complete.","FR-08, FR-10, FR-14"
2026-07-27,U195,International Student,HallPass Prototype,Read the campus survival guide,Yes,5,4,Topic headings,Practical campus tips,The guide headings could be more descriptive.,FR-09
2026-07-27,U196,Student Administrator,HallPass Prototype,View the administrative dashboard,No,3,4,Statistic labels,Dashboard summary,Returning from the dashboard to the main pages could be more obvious.,FR-11
2026-07-27,U197,Exchange Student,HallPass Prototype,Understand HallPass homepage,Yes,5,4,,Homepage overview,The main features were easy to identify from the homepage.,"FR-01, FR-02"
2026-07-27,U198,International Student,HallPass Prototype,Browse dormitory reviews,Yes,5,4,,Dormitory review cards,I could find and open a dormitory review without assistance.,"FR-04, FR-06, FR-07"
2026-07-27,U199,Senior Student,HallPass Prototype,Browse cafeteria reviews,Yes,4,4,,Review detail page,The ratings and descriptions were useful for choosing where to eat.,"FR-05, FR-06, FR-07"
2026-07-27,U200,First-year Student,HallPass Prototype,Create an account or sign in,Yes,4,5,Signup confirmation,Login form,The password guidance should be displayed more clearly.,FR-03
